species_id,formula,name,casno,charge,point_group,multiplicity,s_squared,closed_shell,n_electrons,n_atoms,geometry_source,geometry_method,xyz,cheapest_energy_method,cheapest_energy_basis,cheapest_energy,best_energy_method,best_energy_basis,best_energy
C5H4N4_120730,C5H4N4,purine,120730,0,Cs,1,0.0,1,62,13,calculated,CCSD/6-31G*,"N -1.817700 -1.261600 0.000000
C -2.104600 0.064900 0.000000
N -1.275300 1.103400 0.000000
C 0.000000 0.703100 0.000000
C 0.452100 -0.621800 0.000000
C -0.536800 -1.610000 0.000000
N 1.839900 -0.689700 0.000000
C 2.183700 0.570900 0.000000
N 1.127800 1.468200 0.000000
H -3.163600 0.302800 0.000000
H -0.307100 -2.673700 0.000000
H 3.211900 0.906800 0.000000
H 1.169400 2.478800 0.000000",HF,STO-3G,-404.292324,CCSD,6-31G*,-410.757871
C5H4O2_930609,C5H4O2,"4-Cyclopentene-1,3-dione",930609,0,C2v,1,0.0,1,50,11,calculated,CCD/cc-pVDZ,"C 0.000000 0.000000 1.094100
C 0.000000 1.208100 0.152100
C 0.000000 -1.208100 0.152100
C 0.000000 0.676000 -1.256900
C 0.000000 -0.676000 -1.256900
O 0.000000 2.375900 0.466100
O 0.000000 -2.375900 0.466100
H 0.891500 0.000000 1.744000
H -0.891500 0.000000 1.744000
H 0.000000 1.339400 -2.126800
H 0.000000 -1.339400 -2.126800",HF,STO-3G,-336.984501,QCISD,cc-pVDZ,-342.443017
C5H4O2_980101,C5H4O2,furfural,980101,0,Cs,1,0.0,1,50,11,calculated,CCD/cc-pVDZ,"O 1.262400 -0.235400 0.000000
C 1.127700 -1.586700 0.000000
C -0.195900 -1.951500 0.000000
C 0.000000 0.283400 0.000000
C -0.940000 -0.719600 0.000000
C -0.127800 1.754700 0.000000
O -1.197100 2.325300 0.000000
H 2.054200 -2.158400 0.000000
H -0.585400 -2.969400 0.000000
H -2.020100 -0.577300 0.000000
H 0.844600 2.303900 0.000000",HF,STO-3G,-336.980949,QCISD,cc-pVDZ,-342.422306
C5H4_21986038,C5H4,pentatetraene,21986038,0,D2d,1,0.0,1,34,9,calculated,CCSD(T)=FULL/daug-cc-pVTZ,"C 0.000000 0.000000 0.000000
C 0.000000 0.000000 1.278300
C 0.000000 0.000000 -1.278300
C 0.000000 0.000000 2.594300
C 0.000000 0.000000 -2.594300
H 0.000000 0.927600 3.150900
H 0.000000 -0.927600 3.150900
H 0.927600 0.000000 -3.150900
H -0.927600 0.000000 -3.150900",HF,STO-3G,-189.129671,CCSD(T)=FULL,daug-cc-pVTZ,-192.544537
C5H5-_12127832,C5H5,cylopentadienyl anion,12127832,-1,,1,0.0,1,36,10,calculated,CCSD(T)=FULL/6-31G*,"C 0.000000 1.204300 0.000000
C 1.145400 0.372200 0.000000
C 0.707900 -0.974300 0.000000
C -1.145400 0.372200 0.000000
C -0.707900 -0.974300 0.000000
H 0.000000 2.298200 0.000000
H 2.185700 0.710200 0.000000
H 1.350800 -1.859300 0.000000
H -2.185700 0.710200 0.000000
H -1.350800 -1.859300 0.000000",HF,STO-3G,-189.731422,CCSD(T)=FULL,6-31G*,-192.913163
C5H5NO_109002,C5H5NO,3-Pyridinol,109002,0,Cs,1,0.0,1,50,12,calculated,MP3=FULL/6-31+G**,"N -1.206600 -1.159800 0.000000
C -1.183300 0.176700 0.000000
C 0.000000 0.922100 0.000000
C 1.219000 0.242700 0.000000
C 1.195200 -1.148100 0.000000
C -0.038600 -1.808000 0.000000
O 0.017700 2.286500 0.000000
H -2.143200 0.681000 0.000000
H 2.142700 0.801500 0.000000
H 2.114600 -1.713600 0.000000
H -0.085200 -2.887600 0.000000
H -0.878200 2.632600 0.000000",HF,3-21G,-319.751293,MP3=FULL,6-31+G**,-322.630622
C5H5NO_109104,C5H5NO,2-Pyridinol,109104,0,Cs,1,0.0,1,50,12,calculated,MP3=FULL/6-31+G**,"N -1.180300 0.304200 0.000000
C 0.000000 0.904900 0.000000
C 1.228000 0.220300 0.000000
C 1.188200 -1.163800 0.000000
C -0.052200 -1.820700 0.000000
C -1.200500 -1.041900 0.000000
O 0.025900 2.258200 0.000000
H 2.152200 0.775200 0.000000
H 2.107600 -1.731200 0.000000
H -0.118100 -2.896800 0.000000
H -2.180400 -1.498700 0.000000
H -0.887500 2.564400 0.000000",HF,3-21G,-319.76815,MP3=FULL,6-31+G**,-322.646036
C5H5NO_626642,C5H5NO,4-Pyridinol,626642,0,Cs,1,0.0,1,50,12,calculated,MP3=FULL/6-31+G**,"N 0.018200 -1.876000 0.000000
C -1.124300 -1.183300 0.000000
C -1.194600 0.211200 0.000000
C 0.000000 0.933100 0.000000
C 1.205900 0.228400 0.000000
C 1.154300 -1.162500 0.000000
O 0.053500 2.291100 0.000000
H -2.038000 -1.762400 0.000000
H -2.153000 0.711200 0.000000
H 2.144700 0.759200 0.000000
H 2.074300 -1.731000 0.000000
H -0.831400 2.664300 0.000000",HF,3-21G,-319.755131,MP3=FULL,6-31+G**,-322.634106
C5H5NO_72762006,C5H5NO,2(1H)-Pyridinone,72762006,0,Cs,1,0.0,1,50,12,calculated,MP3=FULL/6-31+G**,"N -1.137100 0.256000 0.000000
C 0.000000 1.064900 0.000000
C 1.251300 0.305300 0.000000
C 1.258900 -1.054600 0.000000
C 0.033200 -1.807800 0.000000
C -1.135300 -1.118000 0.000000
O -0.096100 2.285400 0.000000
H 2.158400 0.888200 0.000000
H 2.199800 -1.587000 0.000000
H 0.038000 -2.884200 0.000000
H -2.105800 -1.589000 0.000000
H -2.010200 0.757800 0.000000",HF,3-21G,-319.770807,MP3=FULL,6-31+G**,-322.642938
C5H5NO_9000004,C5H5NO,3(2H)-Pyridinone,9000004,0,Cs,1,0.0,1,50,12,calculated,MP3=FULL/6-31+G**,"N -1.158400 -1.238500 0.000000
C -1.267400 0.212400 0.000000
C 0.000000 1.062100 0.000000
C 1.288200 0.330900 0.000000
C 1.281200 -1.014900 0.000000
C 0.005400 -1.763900 0.000000
O -0.059400 2.277000 0.000000
H -1.860600 0.502800 0.868400
H 2.193100 0.921100 0.000000
H 2.199800 -1.585200 0.000000
H 0.067900 -2.847000 0.000000
H -1.860600 0.502800 -0.868400",HF,3-21G,-319.716513,MP3=FULL,6-31+G**,-322.601976
C5H5NO_9000015,C5H5NO,3(6H)-Pyridinone,9000015,0,Cs,1,0.0,1,50,12,calculated,MP3=FULL/6-31+G**,"N -1.276900 -1.034100 0.000000
C -1.242900 0.241000 0.000000
C 0.000000 1.093000 0.000000
C 1.274700 0.350500 0.000000
C 1.249800 -0.991700 0.000000
C -0.028600 -1.776400 0.000000
O -0.082200 2.307800 0.000000
H -2.176500 0.795400 0.000000
H 2.188900 0.926000 0.000000
H 2.168900 -1.564200 0.000000
H -0.051800 -2.439700 0.867400
H -0.051800 -2.439700 -0.867400",HF,3-21G,-319.716765,MP3=FULL,6-31+G**,-322.601438
C5H5NO_9000026,C5H5NO,3(4H)-Pyridinone,9000026,0,Cs,1,0.0,1,50,12,calculated,MP3=FULL/6-31+G**,"N 1.321700 -1.030000 0.000000
C 1.267700 0.249500 0.000000
C 0.000000 1.058500 0.000000
C -1.303300 0.280400 0.000000
C -1.114500 -1.209200 0.000000
C 0.105500 -1.765500 0.000000
O 0.042300 2.271900 0.000000
H 2.187800 0.824500 0.000000
H -1.879900 0.599200 0.870900
H -1.994800 -1.835900 0.000000
H 0.243800 -2.835100 0.000000
H -1.879900 0.599200 -0.870900",HF,3-21G,-319.71324,MP3=FULL,6-31+G**,-322.596868
C5H5NO_9000037,C5H5NO,2(5H)-Pyridinone,9000037,0,Cs,1,0.0,1,50,12,calculated,MP3=FULL/6-31+G**,"N -1.259100 0.401200 0.000000
C 0.000000 1.087300 0.000000
C 1.253400 0.284600 0.000000
C 1.226600 -1.054900 0.000000
C -0.073000 -1.795500 0.000000
C -1.264700 -0.876800 0.000000
O 0.021500 2.297300 0.000000
H 2.172100 0.851600 0.000000
H 2.140800 -1.632800 0.000000
H -0.143900 -2.454900 0.869200
H -2.236800 -1.364200 0.000000
H -0.143900 -2.454900 -0.869200",HF,3-21G,-319.724495,MP3=FULL,6-31+G**,-322.608459
C5H5NO_9000048,C5H5NO,2(3H)-Pyridinone,9000048,0,C1,1,0.0,1,50,12,calculated,MP3=FULL/6-31+G**,"N 0.361100 -1.286300 0.101300
C 1.049400 -0.041300 0.007000
C 0.265600 1.265100 0.134400
C -1.216300 1.133000 -0.046100
C -1.778200 -0.082600 -0.103200
C -0.922400 -1.274500 0.031800
O 2.247900 -0.027000 -0.144300
H 0.688400 1.964400 -0.585800
H -1.808700 2.035900 -0.105900
H -2.841800 -0.226700 -0.216700
H -1.421800 -2.237100 0.090500
H 0.485700 1.684700 1.120100",HF,3-21G,-319.722459,MP3=FULL,6-31+G**,-322.607709
C5H5NO_9000059,C5H5NO,4(3H)-Pryidinone,9000059,0,Cs,1,0.0,1,50,12,calculated,MP3=FULL/6-31+G**,"N 0.079600 -1.842800 0.000000
C -1.054200 -1.249900 0.000000
C -1.270800 0.239500 0.000000
C 0.000000 1.079400 0.000000
C 1.262000 0.314400 0.000000
C 1.244900 -1.033200 0.000000
O -0.040000 2.294900 0.000000
H -1.943300 -1.873200 0.000000
H -1.868600 0.520500 0.869700
H 2.187400 0.870100 0.000000
H 2.165100 -1.598700 0.000000
H -1.868600 0.520500 -0.869700",HF,3-21G,-319.719555,MP3=FULL,6-31+G**,-322.60353
C5H5NO_9000060,C5H5NO,4(1H)-Pryidinone,9000060,0,C2v,1,0.0,1,50,12,calculated,MP3=FULL/6-31+G**,"N -1.732300 0.000000 0.000000
C -1.047500 -1.191300 0.000000
C 0.307800 -1.231700 0.000000
C 1.113000 0.000000 0.000000
C 0.307800 1.231700 0.000000
C -1.047500 1.191300 0.000000
O 2.340600 0.000000 0.000000
H -1.659400 -2.080500 0.000000
H 0.826600 -2.176900 0.000000
H 0.826600 2.176900 0.000000
H -1.659400 2.080500 0.000000
H -2.734500 -0.000000 0.000000",HF,3-21G,-319.753983,MP3=FULL,6-31+G**,-322.62763
C5H5N_110861,C5H5N,Pyridine,110861,0,C2v,1,0.0,1,42,11,calculated,CCD/6-31G*,"N 0.000000 0.000000 1.423300
C 0.000000 0.000000 -1.386600
C 0.000000 1.141900 0.720900
C 0.000000 -1.141900 0.720900
C 0.000000 1.196100 -0.672900
C 0.000000 -1.196100 -0.672900
H 0.000000 0.000000 -2.475100
H 0.000000 2.058700 1.309700
H 0.000000 -2.058700 1.309700
H 0.000000 2.157000 -1.182400
H 0.000000 -2.157000 -1.182400",HF,STO-3G,-243.638613,QCISD,6-31+G**,-247.56866
C5H5N_16955354,C5H5N,Bicyclo[1.1.0]butane-1-carbonitrile,16955354,0,Cs,1,0.0,1,42,11,calculated,CCD/6-31G*,"H -0.690000 -0.029700 2.082200
H -1.509100 1.381100 1.239400
C -0.970100 0.436000 1.138000
H -0.690000 -0.029700 -2.082200
H -1.509100 1.381100 -1.239400
C -0.970100 0.436000 -1.138000
C 0.000000 0.288400 0.000000
H -1.413400 -1.552900 0.000000
C -1.288400 -0.478400 0.000000
N 2.444900 -0.582500 0.000000
C 1.344900 -0.194100 0.000000",HF,STO-3G,-243.555403,QCISD,3-21G,-245.801777
C5H5N_2180689,C5H5N,"E-2,4-pentadienenitrile",2180689,0,Cs,1,0.0,1,42,11,,,,,,,,,
C5H5_2143535,C5H5,cyclopentadienyl radical,2143535,0,C2v,2,0.778,0,35,10,calculated,CCSD(T)=FULL/cc-pVTZ,"C 0.000000 0.000000 1.220600
C 0.000000 1.122800 0.393300
C 0.000000 0.678700 -1.004000
C 0.000000 -0.678700 -1.004000
C 0.000000 -1.122800 0.393300
H 0.000000 0.000000 2.293600
H 0.000000 2.149000 0.714900
H 0.000000 1.327800 -1.859300
H 0.000000 -1.327800 -1.859300
H 0.000000 -2.149000 0.714900",HF,TZVP,-192.253019,MP3=FULL,6-31+G**,-192.898309
C5H6N+_16969452,C5H6N,Pyridinium,16969452,1,,1,0.0,1,42,12,calculated,CCSD(T)=FULL/aug-cc-pVDZ,"N 0.000000 0.000000 1.318800
C 0.000000 1.198900 0.674400
C 0.000000 -1.198900 0.674400
C 0.000000 1.223100 -0.723600
C 0.000000 -1.223100 -0.723600
C 0.000000 0.000000 -1.429400
H 0.000000 0.000000 2.339800
H 0.000000 2.092400 1.302800
H 0.000000 -2.092400 1.302800
H 0.000000 2.184700 -1.243000
H 0.000000 -2.184700 -1.243000
H 0.000000 0.000000 -2.524100",HF,STO-3G,-244.080146,CCSD(T)=FULL,aug-cc-pVTZ,-248.329886
C5H6O_289667,C5H6O,2H-Pyran,289667,0,C1,1,0.0,1,44,12,calculated,CCSD(T)=FULL/cc-pVDZ,"O 0.234500 -1.325300 -0.279900
C 1.274400 -0.484000 -0.024200
C 1.119900 0.857600 0.163800
C -0.215600 1.431400 -0.068900
C -1.281600 0.588200 -0.101200
C -1.019700 -0.858700 0.260700
H 2.244700 -0.992000 -0.066800
H 1.996600 1.487000 0.340500
H -0.317100 2.501300 -0.287900
H -2.296000 0.921700 -0.349000
H -1.784300 -1.539300 -0.145800
H -0.983900 -0.983200 1.367200",HF,STO-3G,-264.303026,CCSD(T)=FULL,aug-cc-pVTZ,-268.930413
C5H6O_534225,C5H6O,2-methylfuran,534225,0,Cs,1,0.0,1,44,12,calculated,CCSD(T)=FULL/cc-pVDZ,"O 1.048700 -0.240600 0.000000
C 0.000000 0.648400 0.000000
C 0.504500 -1.500600 0.000000
C -1.197900 -0.028900 0.000000
C -0.867400 -1.441000 0.000000
C 0.359100 2.101700 0.000000
H 1.217300 -2.324500 0.000000
H -2.191200 0.423000 0.000000
H -1.554000 -2.288900 0.000000
H -0.560300 2.710400 0.000000
H 0.954500 2.363900 0.893500
H 0.954500 2.363900 -0.893500",HF,6-31G*,-267.668697,MP3=FULL,6-31+G**,-268.603049
C5H6O_764409,C5H6O,Pentadienal,764409,0,Cs,1,0.0,1,44,12,calculated,CCSD(T)=FULL/aug-cc-pVDZ,"C -1.131100 -1.590300 0.000000
O -1.124900 -2.818800 0.000000
C 0.089600 -0.752900 0.000000
C 0.000000 0.608900 0.000000
C 1.156700 1.511200 0.000000
C 1.037300 2.866400 0.000000
H -2.096800 -1.023900 0.000000
H 1.055900 -1.273000 0.000000
H -0.997400 1.074900 0.000000
H 2.152300 1.047500 0.000000
H 0.052300 3.348700 0.000000
H 1.917500 3.517200 0.000000",HF,STO-3G,-264.251127,CCSD(T)=FULL,aug-cc-pVDZ,-268.658933
C5H6O_930278,C5H6O,3-Methylfuran,930278,0,Cs,1,0.0,1,44,12,calculated,CCSD(T)=FULL/cc-pVDZ,"O -0.696700 -1.476400 0.000000
C -1.083900 -0.159900 0.000000
C 0.671600 -1.472100 0.000000
C 0.000000 0.687000 0.000000
C 1.160200 -0.187900 0.000000
C -0.012000 2.193600 0.000000
H -2.159300 0.018400 0.000000
H 1.149200 -2.451600 0.000000
H 2.211600 0.106400 0.000000
H -1.046700 2.579400 0.000000
H 0.501800 2.596800 0.892100
H 0.501800 2.596800 -0.892100",HF,STO-3G,-264.337226,CCSD(T)=FULL,cc-pVTZ,-268.919574
C5H6S_554143,C5H6S,"Thiophene, 2-methyl-",554143,0,Cs,1,0.0,1,52,12,calculated,QCISD/3-21G,"H -2.374600 -1.572900 0.000000
C -1.429400 -1.040400 0.000000
H -2.147800 1.058600 0.000000
C -1.306000 0.372600 0.000000
C 0.000000 0.807900 0.000000
H -0.004800 -2.734600 0.000000
C -0.210000 -1.672000 0.000000
S 1.081600 -0.539400 0.000000
H -0.346700 2.903900 0.000000
H 1.110400 2.433100 0.884100
H 1.110400 2.433100 -0.884100
C 0.503200 2.216800 0.000000",HF,STO-3G,-583.678024,MP3=FULL,6-31+G**,-591.22977
C5H6S_616444,C5H6S,"Thiophene, 3-methyl-",616444,0,Cs,1,0.0,1,52,12,calculated,QCISD/6-311G**,"H -2.225400 0.786800 0.000000
C -1.261800 0.286600 0.000000
C 0.000000 0.985400 0.000000
C 1.052100 0.109300 0.000000
H -1.893900 -1.825500 0.000000
C -1.116500 -1.072500 0.000000
S 0.546300 -1.545700 0.000000
H 1.178000 2.793100 0.000000
H -0.354100 2.921200 0.886000
H -0.354100 2.921200 -0.886000
C 0.126400 2.488400 0.000000
H 2.107900 0.350200 0.000000",HF,STO-3G,-583.677831,QCISD,6-31+G**,-591.201598
C5H6_1574409,C5H6,"3-Penten-1-yne, (Z)-",1574409,0,Cs,1,0.0,1,36,11,calculated,CCD/6-31G*,"H 3.151900 -0.974600 0.000000
C 2.245100 -0.409300 0.000000
C 1.206700 0.216900 0.000000
H 0.127900 2.081500 0.000000
C 0.000000 0.999600 0.000000
H -2.078300 1.173400 0.000000
C -1.238300 0.477800 0.000000
H -0.672400 -1.599600 0.000000
H -2.175100 -1.243300 0.883100
H -2.175100 -1.243300 -0.883100
C -1.576700 -0.984000 0.000000",HF,STO-3G,-190.393062,QCISD,6-31G*,-193.421103
C5H6_2004695,C5H6,"3-Penten-1-yne, (E)-",2004695,0,Cs,1,0.0,1,36,11,calculated,CCD/6-31G*,"C -2.338400 -0.428300 0.000000
H -2.775300 -0.913900 0.882700
H -2.775300 -0.913900 -0.882700
H -2.646000 0.623500 0.000000
C -0.843300 -0.556500 0.000000
H -0.429500 -1.566100 0.000000
C 0.000000 0.488100 0.000000
H -0.398300 1.504100 0.000000
C 1.429400 0.353400 0.000000
C 2.638900 0.291900 0.000000
H 3.704500 0.374700 0.000000",HF,STO-3G,-190.393402,QCISD,6-31G*,-193.42109
C5H6_35634107,C5H6,Propellane,35634107,0,D3h,1,0.0,1,36,11,experimental,,"C 0.000000 1.299500 0.000000
C 0.000000 0.000000 0.798000
C 1.125400 -0.649800 0.000000
C -1.125400 -0.649800 0.000000
C 0.000000 0.000000 -0.798000
H 0.937900 1.885600 0.000000
H -0.937900 1.885600 0.000000
H 1.164000 -1.755100 0.000000
H 2.102000 -0.130500 0.000000
H -2.102000 -0.130500 0.000000
H -1.164000 -1.755100 0.000000",HF,STO-3G,-190.339778,CCSD(T)=FULL,aug-cc-pVTZ,-193.760349
C5H6_5164352,C5H6,Bicyclo[2.1.0]pent-2-ene,5164352,0,Cs,1,0.0,1,36,11,calculated,CCD/cc-pVDZ,"C -0.270000 1.061200 0.678800
C -0.270000 1.061200 -0.678800
C -0.270000 -0.467300 0.766800
C -0.270000 -0.467300 -0.766800
C 0.932100 -1.010900 0.000000
H -0.127200 1.840500 1.435800
H -0.127200 1.840500 -1.435800
H -0.885400 -1.097500 1.414300
H -0.885400 -1.097500 -1.414300
H 1.871400 -0.444100 0.000000
H 1.041400 -2.104500 0.000000",HF,STO-3G,-190.377996,QCISD,cc-pVDZ,-193.442672
C5H6_542927,C5H6,"1,3-Cyclopentadiene",542927,0,C2v,1,0.0,1,36,11,calculated,CCD/cc-pVDZ,"H 0.888900 0.000000 1.888900
H -0.888900 0.000000 1.888900
H 0.000000 2.228500 0.612800
H 0.000000 -2.228500 0.612800
H 0.000000 1.364900 -1.898300
H 0.000000 -1.364900 -1.898300
C 0.000000 1.185400 0.284400
C 0.000000 -1.185400 0.284400
C 0.000000 0.000000 1.227400
C 0.000000 0.742300 -0.998600
C 0.000000 -0.742300 -0.998600",HF,STO-3G,-190.457108,QCISD,cc-pVDZ,-193.518179
C5H6_6746947,C5H6,Cyclopropylacetylene,6746947,0,Cs,1,0.0,1,36,11,experimental,,"C -0.252300 0.000000 0.577800
C 1.107800 0.000000 0.162600
H -0.325400 0.000000 1.655300
C -1.301500 0.751900 -0.237200
C -1.301500 -0.751900 -0.237200
C 2.266900 0.000000 -0.188100
H 3.276400 0.000000 -0.494400
H -2.066200 1.272900 0.310800
H -0.967200 1.257100 -1.124700
H -2.066200 -1.272900 0.310800
H -0.967200 -1.257100 -1.124700",HF,STO-3G,-190.393113,QCISD,cc-pVDZ,-193.45366
C5H6_78808,C5H6,"1-Buten-3-yne, 2-methyl-",78808,0,Cs,1,0.0,1,36,11,calculated,CCD/6-31G*,"C -1.479700 0.760600 0.000000
H -1.646700 1.842800 0.000000
H -1.965900 0.329500 0.883800
H -1.965900 0.329500 -0.883800
C 0.533500 -2.146000 0.000000
H 0.692400 -3.203100 0.000000
C 0.362500 -0.947400 0.000000
C 0.000000 0.449700 0.000000
C 0.949400 1.399400 0.000000
H 2.007000 1.149500 0.000000
H 0.684700 2.454200 0.000000",HF,STO-3G,-190.391668,QCISD,6-31G*,-193.420445
C5H7N_16529661,C5H7N,(E)-3-Pentenenitrile,16529661,0,C1,1,0.0,1,44,13,calculated,MP3=FULL/6-31+G**,"H 3.606900 0.263300 0.094100
H 3.080800 -1.143900 -0.813700
H 2.729900 -1.032600 0.913200
C 2.801400 -0.462800 -0.010600
H 1.484000 0.814400 -1.234900
C 1.504700 0.222900 -0.325100
H 0.396100 -0.443900 1.335600
C 0.403300 0.146700 0.427000
C -0.881300 0.864000 0.093900
N -2.897100 -0.809000 -0.160600
C -2.011300 -0.069600 -0.054200
H -0.776400 1.423500 -0.834100
H -1.142600 1.574900 0.878500",HF,STO-3G,-244.791267,MP3=FULL,6-31+G**,-248.764522
C5H7N_25899507,C5H7N,(Z)-2-Pentenenitrile,25899507,0,C1,1,0.0,1,44,13,calculated,MP3=FULL/6-31+G**,"C -1.749800 -0.121100 -0.076400
N -2.483200 -1.019000 -0.024800
C -0.883700 1.028800 -0.160700
H -1.354800 1.947800 -0.475900
C 0.424400 0.974500 0.131300
H 0.995300 1.890300 0.031900
C 1.188000 -0.238800 0.568200
H 0.512800 -1.087300 0.666000
H 1.607700 -0.043600 1.557000
C 2.321300 -0.575200 -0.405100
H 1.924700 -0.804000 -1.392400
H 3.013900 0.259700 -0.502400
H 2.881200 -1.439400 -0.054000",HF,STO-3G,-244.795218,MP3=FULL,6-31+G**,-248.766395
C5H7N_26294984,C5H7N,(E)-2-Pentenenitrile,26294984,0,Cs,1,0.0,1,44,13,calculated,MP3=FULL/6-31+G**,"N -1.470800 2.798100 0.000000
C -0.845600 1.820400 0.000000
H 1.063100 0.843200 0.000000
C 0.000000 0.653700 0.000000
H -1.590500 -0.702700 0.000000
C -0.513200 -0.585100 0.000000
H -0.023800 -2.442100 0.870200
H -0.023800 -2.442100 -0.870200
C 0.282600 -1.857300 0.000000
H 2.284000 -2.655100 0.000000
H 2.132000 -1.140600 -0.882500
H 2.132000 -1.140600 0.882500
C 1.796700 -1.682900 0.000000",HF,STO-3G,-244.794147,MP3=FULL,6-31+G**,-248.765869
C5H7N_4426113,C5H7N,Cyclobutanecarbonitrile,4426113,0,Cs,1,0.0,1,44,13,calculated,CCD/cc-pVDZ,"N 1.645400 2.129200 0.000000
C 0.753000 1.374300 0.000000
C -0.346200 0.393600 0.000000
C -0.906300 -1.694600 0.000000
C -0.346200 -0.729400 1.084500
C -0.346200 -0.729400 -1.084500
H -1.308400 0.934200 0.000000
H -2.010300 -1.700000 0.000000
H -0.541500 -2.734000 0.000000
H 0.686700 -0.994900 1.366700
H -0.940100 -0.551200 1.995300
H 0.686700 -0.994900 -1.366700
H -0.940100 -0.551200 -1.995300",HF,STO-3G,-244.823174,QCISD,cc-pVDZ,-248.73578
C5H7N_96548,C5H7N,"1H-Pyrrole, 1-methyl-",96548,0,C1,1,0.0,1,44,13,calculated,MP3=FULL/6-31+G**,"C 2.072300 -0.000000 0.028100
H 2.456700 -0.881800 -0.477000
H 2.456600 0.882200 -0.476300
H 2.423400 -0.000400 1.059500
C -1.491300 0.714100 0.016200
H -2.350300 1.360900 0.024700
C -1.491300 -0.714100 0.016200
H -2.350200 -1.360900 0.024700
C -0.173000 -1.117700 -0.014400
H 0.258900 -2.102900 -0.025000
C -0.173000 1.117700 -0.014400
H 0.258900 2.103000 -0.025000
N 0.626300 0.000000 -0.042400",HF,STO-3G,-244.808784,MP3=FULL,6-31+G**,-248.776256
C5H7_10577658,C5H7,cyclopentenyl radical,10577658,0,C2v,2,0.757,0,37,12,calculated,CCSD(T)=FULL/aug-cc-pVDZ,"C 0.000000 0.000000 1.280800
C 0.000000 1.160000 0.509500
C 0.000000 -1.160000 0.509500
C 0.000000 0.778500 -0.972000
C 0.000000 -0.778500 -0.972000
H 0.000000 0.000000 2.377600
H 0.000000 2.232800 0.721000
H 0.000000 -2.232800 0.721000
H 0.887000 1.193200 -1.488600
H -0.887000 1.193200 -1.488600
H 0.887000 -1.193200 -1.488600
H -0.887000 -1.193200 -1.488600",HF,STO-3G,-191.065249,CCSD(T)=FULL,aug-cc-pVTZ,-194.378381
C5H7_14362084,C5H7,"1,3-pentadienyl radical",14362084,0,C2v,2,0.852,0,37,12,calculated,MP3=FULL/6-31+G**,"C 0.000000 0.000000 0.263800
H 0.000000 0.000000 1.343700
C 0.000000 1.240200 -0.405200
C 0.000000 -1.240200 -0.405200
C 0.000000 2.436300 0.240200
C 0.000000 -2.436300 0.240200
H 0.000000 1.240400 -1.485400
H 0.000000 -1.240400 -1.485400
H 0.000000 2.472000 1.317300
H 0.000000 3.365200 -0.304900
H 0.000000 -2.472000 1.317300
H 0.000000 -3.365200 -0.304900",HF,6-31G*,-193.369886,MP3=FULL,6-31+G**,-194.091285
C5H8O2_123546,C5H8O2,Acetylacetone,123546,0,C2,1,0.0,1,54,15,calculated,CCSD(T)/6-31G*,"C 0.000000 0.000000 1.027700
C 0.000000 1.227600 0.110500
C 0.000000 -1.227600 0.110500
C -1.357600 1.741000 -0.316100
C 1.357600 -1.741000 -0.316100
O 1.055900 1.708500 -0.284600
O -1.055900 -1.708500 -0.284600
H -0.902100 -0.030000 1.650800
H 0.902100 0.030000 1.650800
H -1.239200 2.499100 -1.096200
H -1.970700 0.903900 -0.677500
H -1.875700 2.177900 0.549800
H 1.239200 -2.499100 -1.096200
H 1.970700 -0.903900 -0.677500
H 1.875700 -2.177900 0.549800",HF,STO-3G,-339.344868,CCSD(T),cc-pVDZ,-344.853837
C5H8O_110872,C5H8O,"2H-Pyran, 3,4-dihydro-",110872,0,C1,1,0.0,1,46,14,calculated,CCD/6-31G*,"H 1.665300 1.840600 -0.181600
C 0.894500 1.080700 -0.078700
H -0.707300 2.401800 0.112300
C -0.406200 1.357900 0.064400
H -2.302700 0.538100 -0.529300
H -1.866600 0.185500 1.137300
C -1.456100 0.276800 0.120200
H -0.720000 -1.064400 -1.416300
H -1.471900 -1.903800 -0.049700
C -0.836400 -1.052200 -0.324900
H 1.021700 -2.148700 0.026800
H 0.463000 -1.163600 1.404500
C 0.541300 -1.206400 0.307000
O 1.437000 -0.178300 -0.129000",HF,STO-3G,-265.521798,QCISD,3-21G,-267.959755
C5H8O_120923,C5H8O,Cyclopentanone,120923,0,C2,1,0.0,1,46,14,calculated,CCSD(T)=FULL/cc-pVDZ,"O 0.000000 0.000000 2.145200
C 0.000000 0.000000 0.928700
C 0.000000 1.247800 0.024400
C 0.000000 -1.247800 0.024400
C 0.323100 0.703800 -1.380200
C -0.323100 -0.703800 -1.380200
H -1.023300 1.673800 0.054900
H 1.023300 -1.673800 0.054900
H 0.691900 2.015300 0.410200
H -0.691900 -2.015300 0.410200
H -0.046700 1.348100 -2.196300
H 0.046700 -1.348100 -2.196300
H 1.420200 0.605000 -1.501000
H -1.420200 -0.605000 -1.501000",HF,STO-3G,-265.547641,CCSD(T)=FULL,cc-pVTZ,-270.156168
